uid,Progress,Duration (in seconds),Finished,bergami_org,bergami_dept,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,Collabera,2019_perf_dummy,2020_perf_dummy,disengagement,exhaustion,burnout,race,low_quality_response,pros_toks,cons_toks,story_toks,pros_we,pros_i,pros_they,cons_we,cons_i,cons_they,story_we,story_i,story_they,pros_cleaned,cons_cleaned,story_cleaned,pros_toks_len,cons_toks_len,story_toks_len,glassdoor_toks,glassdoor_cleaned,glassdoor_toks_len,low_quality_pros,low_quality_cons,low_quality_story
U531,100,9451,True,G,H,"a.i love company work environment
b. Company culture and values.
c.Company growth/success",none of the downsides of working at Collabera !!                      ," I was join the company as Front desk Executive, but now i am part of Admin team, its been a 4 year and its pretty good journey for me, the Admin team is great, we all are working like a family and we are working on new stuff every day and I am learning a lot every day from my amazing team. Each and every one in the organization are supportive and very helpful and resolve your queries as fast as they can. So, Yes COLLABERA IS THE GREAT ORGANIZATION !!:)",7.0,8.0,4.666666666666667,3.43,Senior Executive Administration,GDC Corporate,Administration & Facilities,GDC Administration,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Female,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,2.3333333333333335,2.0,Asian,0,"['love', 'environment', 'b', 'culture', 'value', 'c', 'growth', 'success']",['downside'],"['join', 'desk', 'executive', 'admin', 'team', 'year', 'pretty', 'journey', 'admin', 'team', 'like', 'family', 'new', 'stuff', 'day', 'learning', 'day', 'amazing', 'team', 'organization', 'supportive', 'helpful', 'resolve', 'query', 'fast', 'yes', 'organization', ':)']",0,1,0,0,0,0,2,5,1,love environment b culture value c growth success,downside,join desk executive admin team year pretty journey admin team like family new stuff day learning day amazing team organization supportive helpful resolve query fast yes organization :),8,1,28,"['love', 'environment', 'b', 'culture', 'value', 'c', 'growth', 'success', 'downside']",love environment b culture value c growth success downside,9,0,1,0
U635,100,9502,True,E,E,"(1) best work environment
(2) hard work is appreciated
(3) best infrastructure
","(1) no holiday on Indian festivals
(2) away from my home town","(1) hard work is appreciated which represent ""Work Hard Play Hard"" value

",5.0,5.0,4.833333333333333,2.92,Senior Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1982,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.6666666666666667,1.6666666666666667,Asian,0,"['best', 'environment', 'hard', 'appreciated', 'best', 'infrastructure']","['holiday', 'indian', 'festival', 'away', 'home', 'town']","['hard', 'appreciated', 'represent', 'hard', 'play', 'hard', 'value']",0,0,0,0,1,0,0,0,0,best environment hard appreciated best infrastructure,holiday indian festival away home town,hard appreciated represent hard play hard value,6,6,7,"['best', 'environment', 'hard', 'appreciated', 'best', 'infrastructure', 'holiday', 'indian', 'festival', 'away', 'home', 'town']",best environment hard appreciated best infrastructure holiday indian festival away home town,12,0,0,0
U1117,100,6075,True,F,G,The culture and environment of Collabera is really good. We have really a good people around.,I don't see much of downsides in Collabera. In my notice till date i havent come across really to put it up.,"I really like Collabera's Townhall segment wherein the Company recognises Projects done , Individual and Teams Performances and rewarding and encouraging them as well with which I personally feel even others come forward and give their best. In my opinion recognising and rewarding as well is really important to the company as it helps to the company as well as to employee, which also builds as strong relation between the company and employee.

Having regular interactions with Teams and Individiual persons on their needs, issues and clearing them is really amazing. All the policies in the company are transparent and nothing is hidden to my knowledge which is really good so that the employee can trust the company. ",6.0,7.0,4.166666666666667,1.38,Senior Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1992,Female,Asian,Not Applicable,Not Applicable,1,,,2.0,1.3333333333333333,1.6666666666666665,Asian,0,"['culture', 'environment']","['downside', 'notice', 'till', 'date', 'come']","['like', 'townhall', 'segment', 'recognises', 'project', 'individual', 'team', 'performance', 'rewarding', 'encouraging', 'personally', 'feel', 'come', 'forward', 'best', 'opinion', 'recognising', 'rewarding', 'important', 'help', 'build', 'strong', 'relation', 'having', 'regular', 'interaction', 'team', 'individiual', 'person', 'need', 'issue', 'clearing', 'amazing', 'policy', 'transparent', 'hidden', 'knowledge', 'trust']",1,0,0,0,3,0,0,4,4,culture environment,downside notice till date come,like townhall segment recognises project individual team performance rewarding encouraging personally feel come forward best opinion recognising rewarding important help build strong relation having regular interaction team individiual person need issue clearing amazing policy transparent hidden knowledge trust,2,5,38,"['culture', 'environment', 'downside', 'notice', 'till', 'date', 'come']",culture environment downside notice till date come,7,1,0,0
U1098,100,15860,True,E,F,Collabera believes in success by keeping their employees first.,Business needs to be encouraged to work with Technology as one Team.,"From when I joined till date, whenever I'm in a pickle I can always rely on my peers and management to pull me out. This shows great team spirit and that battles are not fought alone in Collabera.",5.0,6.0,3.8333333333333335,1.44,Senior Manager - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1982,Male,Asian,Not Applicable,Not Applicable,1,,,2.0,1.6666666666666667,1.8333333333333335,Asian,0,"['belief', 'success', 'keeping']","['business', 'need', 'encouraged', 'technology', 'team']","['joined', 'till', 'date', 'pickle', 'rely', 'peer', 'management', 'pull', 'show', 'team', 'spirit', 'battle', 'fought']",0,0,1,0,0,0,0,5,0,belief success keeping,business need encouraged technology team,joined till date pickle rely peer management pull show team spirit battle fought,3,5,13,"['belief', 'success', 'keeping', 'business', 'need', 'encouraged', 'technology', 'team']",belief success keeping business need encouraged technology team,8,0,0,0
U827,100,14143,True,H,H,"Collabera is the best company to work,
the best reason is we can work as per our time scheduling, as per our own thinking.","As of now, there are no downtimes of working here from my end.",I am working with Collabera from the last 2 years and my experience and journey with Collabera is very good and hopefully will also going it good in future journey.,8.0,8.0,4.5,2.19,Senior Associate - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Female,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,1.6666666666666667,2.0,Asian,0,"['best', 'best', 'reason', 'time', 'scheduling', 'thinking']","['downtime', 'end']","['year', 'experience', 'journey', 'hopefully', 'going', 'future', 'journey']",3,0,0,0,1,0,0,2,0,best best reason time scheduling thinking,downtime end,year experience journey hopefully going future journey,6,2,7,"['best', 'best', 'reason', 'time', 'scheduling', 'thinking', 'downtime', 'end']",best best reason time scheduling thinking downtime end,8,0,1,0
U238,100,1171,True,E,F,"
Good work environment, Understanding and supportive management, Challenging work","Seldom rigid process, IT systems are a menace, Parking facilities are inadequate",My US manager recently appreciated a colleague of deep diving and understanding a process to get it automated. ,5.0,6.0,4.0,6.11,Executive Finance & Accounts,Global Business Services,Finance,Timesheet,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1985,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.0,1.3333333333333335,Asian,0,"['environment', 'understanding', 'supportive', 'management', 'challenging']","['seldom', 'rigid', 'process', 'system', 'menace', 'parking', 'facility', 'inadequate']","['manager', 'recently', 'appreciated', 'colleague', 'deep', 'diving', 'understanding', 'process', 'automated']",0,0,0,0,0,0,1,1,0,environment understanding supportive management challenging,seldom rigid process system menace parking facility inadequate,manager recently appreciated colleague deep diving understanding process automated,5,8,9,"['environment', 'understanding', 'supportive', 'management', 'challenging', 'seldom', 'rigid', 'process', 'system', 'menace', 'parking', 'facility', 'inadequate']",environment understanding supportive management challenging seldom rigid process system menace parking facility inadequate,13,0,0,0
U603,100,14094,True,B,B,"Collabera is one of “The Best Staffing Firm”. It gives us an opportunity to grow up our career very fast. I like the Collabera's work environment.
","The company has no Indian Holiday. The company has allowed the biggest festival of Indian holidays. E.g. Diwali, Makar Sankranti, Holi, etc.","I like the company's work environment very much. The company celebrates all festivals, Employee Appreciation, and Blaze, etc.
I have a really very good working experience with Collabera.",2.0,2.0,3.0,3.11,Senior Sourcer - Talent Development,Cognixia-Jump,Recruitment,Sourcing,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Male,Asian,Not Applicable,Not Applicable,1,,,2.3333333333333335,1.3333333333333333,1.8333333333333335,Asian,0,"['best', 'staffing', 'firm', 'give', 'opportunity', 'grow', 'career', 'fast', 'like', 'environment']","['indian', 'holiday', 'allowed', 'biggest', 'festival', 'indian', 'holiday', 'e', 'g', 'diwali', 'makar', 'sankranti', 'holi', 'etc']","['like', ""company's"", 'environment', 'celebrates', 'festival', 'appreciation', 'blaze', 'etc', 'experience']",2,1,0,0,0,0,0,2,0,best staffing firm give opportunity grow career fast like environment,indian holiday allowed biggest festival indian holiday e g diwali makar sankranti holi etc,like company's environment celebrates festival appreciation blaze etc experience,10,14,9,"['best', 'staffing', 'firm', 'give', 'opportunity', 'grow', 'career', 'fast', 'like', 'environment', 'indian', 'holiday', 'allowed', 'biggest', 'festival', 'indian', 'holiday', 'e', 'g', 'diwali', 'makar', 'sankranti', 'holi', 'etc']",best staffing firm give opportunity grow career fast like environment indian holiday allowed biggest festival indian holiday e g diwali makar sankranti holi etc,24,0,0,0
U534,100,827,True,C,D,The commission is the best part. Being responsible for building your own relationships with clients so they like you for you. ,Huge disconnect working with offshore vs onshore recruiting. Boss says doesn’t trust anyone but himself. ,Our director of operations has said on several occasions he doesnt trust anyone but himself. Extremely demotivating & not encouraging makes you feel like only one way is right- his way. ,3.0,4.0,2.333333333333333,3.47,Senior Account Manager,Regional,Sales,Sales,Austin (Congress Ave),Texas,U.S.A.,Collabera Inc.,1989,Female,White,Achieved,Achieved,1,1.0,1.0,2.6666666666666665,3.0,2.833333333333333,White,0,"['commission', 'best', 'responsible', 'building', 'relationship', 'client', 'like']","['huge', 'disconnect', 'offshore', 'v', 'onshore', 'recruiting', 'bos', 'say', 'trust']","['director', 'operation', 'said', 'occasion', 'trust', 'extremely', 'demotivating', 'encouraging', 'make', 'feel', 'like', 'way', 'right', 'way']",0,0,1,0,0,0,1,0,0,commission best responsible building relationship client like,huge disconnect offshore v onshore recruiting bos say trust,director operation said occasion trust extremely demotivating encouraging make feel like way right way,7,9,14,"['commission', 'best', 'responsible', 'building', 'relationship', 'client', 'like', 'huge', 'disconnect', 'offshore', 'v', 'onshore', 'recruiting', 'bos', 'say', 'trust']",commission best responsible building relationship client like huge disconnect offshore v onshore recruiting bos say trust,16,0,0,0
U117,100,948,True,H,H,"positive environment, opportunity to learn new things",Yearly increment are somewhat less when compare to other companies.,when we work hard there is someone to get it noted. I personally experienced it. ,8.0,8.0,4.0,8.85,Senior Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1984,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,2.0,1.8333333333333335,Asian,0,"['positive', 'environment', 'opportunity', 'learn', 'new', 'thing']","['yearly', 'increment', 'somewhat', 'compare', 'company']","['hard', 'noted', 'personally', 'experienced']",0,0,0,0,0,0,1,1,0,positive environment opportunity learn new thing,yearly increment somewhat compare company,hard noted personally experienced,6,5,4,"['positive', 'environment', 'opportunity', 'learn', 'new', 'thing', 'yearly', 'increment', 'somewhat', 'compare', 'company']",positive environment opportunity learn new thing yearly increment somewhat compare company,11,0,0,0
U1019,100,6064,True,H,H,"Good work culture, improve myself by latest technology learning course provide by collabera.",I am with collabera since 1 and half year and i haven't feel any negative things.,I got chance to implement latest technology which was not in collabera and i implemented successfully.,8.0,8.0,4.333333333333333,1.69,Senior Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1986,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,2.0,1.8333333333333335,Asian,0,"['culture', 'improve', 'latest', 'technology', 'learning', 'course', 'provide']","['half', 'year', 'feel', 'negative', 'thing']","['got', 'chance', 'implement', 'latest', 'technology', 'implemented', 'successfully']",0,1,0,0,2,0,0,2,0,culture improve latest technology learning course provide,half year feel negative thing,got chance implement latest technology implemented successfully,7,5,7,"['culture', 'improve', 'latest', 'technology', 'learning', 'course', 'provide', 'half', 'year', 'feel', 'negative', 'thing']",culture improve latest technology learning course provide half year feel negative thing,12,0,0,0
U1539,100,1925,True,F,H,Acually work at collabera was my dream and i'm so gratefull that working here.,"downsides is that am working with collabera since Feb'19. when i was join as 6 month contract base. when i ask my related person what is the status of my permanent place  but they only verbally told you hav finalize next month but since this continue and last told that we haven't budget and so we'll finalize place on feb but every time serve new reason. that also you place July'20 and this time serve reason is that Covid-19. every time told that you did not permanent place no worry but atleast increase my salary but still my salary as it is when i was joined.
many time i thought leave the job but some how my personal reason not leave.
there is many things have downsides but its not possible to share here..

inshort pls. look on that employee who really hardwork and don't look on nepotism.
i badly experience here...
","i feel so lucky to work here because employees works with attractive culture.
Place culture like home atmosphere. one thing like that we celebrate each and every festival.",6.0,8.0,4.833333333333333,1.54,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,2.0,1.8333333333333335,Asian,0,"['acually', 'dream', 'gratefull']","['downside', 'feb', 'join', 'month', 'contract', 'base', 'ask', 'related', 'person', 'status', 'permanent', 'place', 'verbally', 'told', 'hav', 'finalize', 'month', 'continue', 'told', 'budget', 'finalize', 'place', 'feb', 'time', 'serve', 'new', 'reason', 'place', 'july', 'time', 'serve', 'reason', 'covid', 'time', 'told', 'permanent', 'place', 'worry', 'atleast', 'increase', 'salary', 'salary', 'joined', 'time', 'thought', 'leave', 'job', 'personal', 'reason', 'leave', 'thing', 'downside', 'possible', 'share', 'inshort', 'pls', 'look', 'hardwork', 'look', 'nepotism', 'badly', 'experience']","['feel', 'lucky', 'work', 'attractive', 'culture', 'place', 'culture', 'like', 'home', 'atmosphere', 'thing', 'like', 'celebrate', 'festival']",0,2,0,2,10,1,1,1,0,acually dream gratefull,downside feb join month contract base ask related person status permanent place verbally told hav finalize month continue told budget finalize place feb time serve new reason place july time serve reason covid time told permanent place worry atleast increase salary salary joined time thought leave job personal reason leave thing downside possible share inshort pls look hardwork look nepotism badly experience,feel lucky work attractive culture place culture like home atmosphere thing like celebrate festival,3,62,14,"['acually', 'dream', 'gratefull', 'downside', 'feb', 'join', 'month', 'contract', 'base', 'ask', 'related', 'person', 'status', 'permanent', 'place', 'verbally', 'told', 'hav', 'finalize', 'month', 'continue', 'told', 'budget', 'finalize', 'place', 'feb', 'time', 'serve', 'new', 'reason', 'place', 'july', 'time', 'serve', 'reason', 'covid', 'time', 'told', 'permanent', 'place', 'worry', 'atleast', 'increase', 'salary', 'salary', 'joined', 'time', 'thought', 'leave', 'job', 'personal', 'reason', 'leave', 'thing', 'downside', 'possible', 'share', 'inshort', 'pls', 'look', 'hardwork', 'look', 'nepotism', 'badly', 'experience']",acually dream gratefull downside feb join month contract base ask related person status permanent place verbally told hav finalize month continue told budget finalize place feb time serve new reason place july time serve reason covid time told permanent place worry atleast increase salary salary joined time thought leave job personal reason leave thing downside possible share inshort pls look hardwork look nepotism badly experience,65,0,0,0
U776,100,10209,True,H,H,Company culture and values. Admiration of products/services. Good Environment.  ,"Trust me, I am not able to see any so far! All good. ","Values their resources.
Take care of the employee's self-respect.  

",8.0,8.0,3.6666666666666665,2.3,Digital Content Designer,GDC Corporate,Marketing,GDC Marketing,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1986,Male,Asian,Not Applicable,Not Applicable,1,,,1.0,1.3333333333333333,1.1666666666666665,Asian,0,"['culture', 'value', 'admiration', 'product', 'service', 'environment']","['trust', 'able', 'far']","['value', 'resource', 'care', ""employee's"", 'self-respect']",0,0,0,0,2,0,0,0,1,culture value admiration product service environment,trust able far,value resource care employee's self-respect,6,3,5,"['culture', 'value', 'admiration', 'product', 'service', 'environment', 'trust', 'able', 'far']",culture value admiration product service environment trust able far,9,0,0,0
U1703,100,17929,True,E,F,Managers are very friendly and are always ready to guide us for the betterment of the firm and also for our personal and professional dovelopment,As joined Collabera during lockdown didn't get the chance to meet anyone personally. ,Fun Fridays are awesome as it provide an environment to get friendly with colleagues working in other departments.,5.0,6.0,4.166666666666667,0.09,Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,1,,,1.0,1.0,1.0,Asian,0,"['manager', 'friendly', 'ready', 'guide', 'betterment', 'firm', 'personal', 'professional', 'dovelopment']","['joined', 'lockdown', 'chance', 'meet', 'personally']","['fun', 'friday', 'awesome', 'provide', 'environment', 'friendly', 'colleague', 'department']",2,0,0,0,0,0,0,0,0,manager friendly ready guide betterment firm personal professional dovelopment,joined lockdown chance meet personally,fun friday awesome provide environment friendly colleague department,9,5,8,"['manager', 'friendly', 'ready', 'guide', 'betterment', 'firm', 'personal', 'professional', 'dovelopment', 'joined', 'lockdown', 'chance', 'meet', 'personally']",manager friendly ready guide betterment firm personal professional dovelopment joined lockdown chance meet personally,14,0,0,0
U1068,100,13637,True,H,H,Team work and provide better atmosphere for work. and also doing some activities to improve soft skills.,Some Management problems and communication gap for completion of Task. ," I like collabera's culture for work perspective as well as enjoyment perspective both goal can be achieved, when i enjoy my work so that there is no question about quality and that is our goal to provide quality to our valuable clients.",8.0,8.0,5.0,1.52,Executive - Application Engineering,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1986,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,1.3333333333333333,1.3333333333333333,Asian,0,"['team', 'provide', 'better', 'atmosphere', 'activity', 'improve', 'soft', 'skill']","['management', 'problem', 'communication', 'gap', 'completion', 'task']","['like', 'culture', 'perspective', 'enjoyment', 'perspective', 'goal', 'achieved', 'enjoy', 'question', 'quality', 'goal', 'provide', 'quality', 'valuable', 'client']",0,0,0,0,0,0,2,3,0,team provide better atmosphere activity improve soft skill,management problem communication gap completion task,like culture perspective enjoyment perspective goal achieved enjoy question quality goal provide quality valuable client,8,6,15,"['team', 'provide', 'better', 'atmosphere', 'activity', 'improve', 'soft', 'skill', 'management', 'problem', 'communication', 'gap', 'completion', 'task']",team provide better atmosphere activity improve soft skill management problem communication gap completion task,14,0,0,0
U308,100,40366,True,G,H,The Ability that Collabera provides with Personal and Professional Growth and Learning is truly remarkable and is one of the best reasons to work at Collabera.,There is no specific thing that bothers me at this specific point!,"The Work Hard Play Hard:
Celebrations of all Functions and Festivals with so much enthusiasm along with work is something cherishes us!",7.0,8.0,4.333333333333333,5.21,Delivery Lead,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Achieved,Achieved,1,1.0,1.0,1.3333333333333333,1.0,1.1666666666666665,Asian,0,"['ability', 'provides', 'personal', 'professional', 'growth', 'learning', 'truly', 'remarkable', 'best', 'reason']","['specific', 'thing', 'bother', 'specific', 'point']","['hard', 'play', 'hard', 'celebration', 'function', 'festival', 'enthusiasm', 'cherishes']",0,0,0,0,1,0,1,0,0,ability provides personal professional growth learning truly remarkable best reason,specific thing bother specific point,hard play hard celebration function festival enthusiasm cherishes,10,5,8,"['ability', 'provides', 'personal', 'professional', 'growth', 'learning', 'truly', 'remarkable', 'best', 'reason', 'specific', 'thing', 'bother', 'specific', 'point']",ability provides personal professional growth learning truly remarkable best reason specific thing bother specific point,15,0,0,0
U1443,100,6133,True,B,E,"Good work culture its really fun to work in such a friendly environment, I feel lucky to be a part of Collabera family",I have spent not much time in this organization yet so there is not that kind of experience yet.,I have spent not much time in this organization yet so there is not that kind of experience yet.,2.0,5.0,3.5,0.83,Executive Business & Financial Analytics,Global Business Services,Operations Management,Financial Planning & Analysis,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,2.0,1.6666666666666665,Asian,1,"['culture', 'fun', 'friendly', 'environment', 'feel', 'lucky', 'family']","['spent', 'time', 'organization', 'kind', 'experience']","['spent', 'time', 'organization', 'kind', 'experience']",0,1,0,0,1,0,0,1,0,culture fun friendly environment feel lucky family,spent time organization kind experience,spent time organization kind experience,7,5,5,"['culture', 'fun', 'friendly', 'environment', 'feel', 'lucky', 'family', 'spent', 'time', 'organization', 'kind', 'experience']",culture fun friendly environment feel lucky family spent time organization kind experience,12,1,1,1
U413,100,1350,True,F,F,Collabera has been my 3rd job. I have learned a lot at collabera. ,Long working hours is one of the downsides of working at collabera,Collabera is a very employee centrist organisation. How all organisation have been laying off its employees where as collabera has not done that and has been helping the employees in all the possible ways.   ,6.0,6.0,5.0,4.45,Executive Corporate Recruitment,GDC Corporate,Corporate Recruitment,GDC Executive Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.3333333333333333,1.5,Asian,0,"['job', 'learned']","['long', 'hour', 'downside']","['centrist', 'organisation', 'organisation', 'laying', 'helping', 'possible', 'way']",0,2,0,0,0,0,0,0,0,job learned,long hour downside,centrist organisation organisation laying helping possible way,2,3,7,"['job', 'learned', 'long', 'hour', 'downside']",job learned long hour downside,5,1,0,0
U265,100,1204,True,E,E,Collabera working environment also helps that given while you struggling ,"not have something to explain in this field,  did not have any experience yet","I was a recruiter, was struggling after 2 years in account, and connected with HR and they suggested various options to continue with Collabera, and with that help I have changed the profile and completed more than 5 years now.",5.0,5.0,4.5,5.75,Senior Executive Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1985,Male,Asian,Not Applicable,Not Applicable,1,,,2.0,2.3333333333333335,2.166666666666667,Asian,0,"['environment', 'help', 'given', 'struggling']","['explain', 'field', 'experience']","['recruiter', 'struggling', 'year', 'account', 'connected', 'hr', 'suggested', 'option', 'continue', 'help', 'changed', 'profile', 'completed', 'year']",0,0,0,0,0,0,0,2,1,environment help given struggling,explain field experience,recruiter struggling year account connected hr suggested option continue help changed profile completed year,4,3,14,"['environment', 'help', 'given', 'struggling', 'explain', 'field', 'experience']",environment help given struggling explain field experience,7,0,0,0
U641,100,4078,True,B,B,It has a very friendly environment and apart from work there are other activities which are really good for the personal growth.,"Salary and incentives are less, working hours are more as compared to government law.","During this current situation of Covid-19 Collabera has not lay off any employee and
on another side they are hiring new resources into Collabera Family, it shows the character of the company and how much they respect there employees. ",2.0,2.0,3.333333333333333,2.9,Executive Finance & Accounts,Global Business Services,Finance,Accounts Receivables,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1989,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,0.6666666666666666,1.0,Asian,0,"['friendly', 'environment', 'apart', 'activity', 'personal', 'growth']","['salary', 'incentive', 'hour', 'compared', 'government', 'law']","['current', 'situation', 'covid', 'lay', 'hiring', 'new', 'resource', 'family', 'show', 'character', 'respect']",0,0,0,0,0,0,0,0,2,friendly environment apart activity personal growth,salary incentive hour compared government law,current situation covid lay hiring new resource family show character respect,6,6,11,"['friendly', 'environment', 'apart', 'activity', 'personal', 'growth', 'salary', 'incentive', 'hour', 'compared', 'government', 'law']",friendly environment apart activity personal growth salary incentive hour compared government law,12,0,0,0
U1398,100,4045,True,F,G,Got an opportunity to work in a business that is being built from scratch. Lot of learnings and getting a chance to implement the previous learnings here. Empowerment from the leaders.,"Need to be more employee friendly. Not every individual is a consultant. Should have better medical insurance policy, Should have a common ERP system across where the information can be accessible. Today most of them are person dependent.","In my previous organization, I didn't get enough visibility at the leadership level even I though there was significant contribution in many of the initiatives.
In Collabera, from day 1, I was empowered to take decisions and got the leadership support. Also got visibility till EMC team with few leaders. Thanks Collabera!!",6.0,7.0,4.5,0.95,Associate Director - IT,Managed Services,Sales,Sales,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1976,Male,Asian,Not Applicable,Not Applicable,1,,,1.3333333333333333,1.0,1.1666666666666665,Asian,0,"['got', 'opportunity', 'business', 'built', 'scratch', 'learning', 'getting', 'chance', 'implement', 'previous', 'learning', 'empowerment', 'leader']","['need', 'friendly', 'individual', 'consultant', 'better', 'medical', 'insurance', 'policy', 'common', 'erp', 'system', 'information', 'accessible', 'today', 'person', 'dependent']","['previous', 'organization', 'visibility', 'leadership', 'level', 'significant', 'contribution', 'initiative', 'day', 'empowered', 'decision', 'got', 'leadership', 'support', 'got', 'visibility', 'till', 'emc', 'team', 'leader', 'thanks']",0,0,0,0,0,1,0,4,0,got opportunity business built scratch learning getting chance implement previous learning empowerment leader,need friendly individual consultant better medical insurance policy common erp system information accessible today person dependent,previous organization visibility leadership level significant contribution initiative day empowered decision got leadership support got visibility till emc team leader thanks,13,16,21,"['got', 'opportunity', 'business', 'built', 'scratch', 'learning', 'getting', 'chance', 'implement', 'previous', 'learning', 'empowerment', 'leader', 'need', 'friendly', 'individual', 'consultant', 'better', 'medical', 'insurance', 'policy', 'common', 'erp', 'system', 'information', 'accessible', 'today', 'person', 'dependent']",got opportunity business built scratch learning getting chance implement previous learning empowerment leader need friendly individual consultant better medical insurance policy common erp system information accessible today person dependent,29,0,0,0
U275,100,1933,True,B,B,"Good working atmosphere, it is easy to reach out any lead and manager when required. Most important, salary gets credited in account on or before time but its never late.","I my views, we are getting promotions and it has been informed by our managers that promotions come with additional responsibilities. But we never get some additional pay hike with the promotions. If a person is ready to take more responsibilities along with the promotions then he also deserve to get some pay hike as well with the promotion.","My manager is best example of our cultural value i.e. Disciplined in execution and Work hard, play hard. At the time of work, he motivate us to complete the work on time and with 100% accuracy. Moreover, he is reachable at any time when we need him. And he motivate us too when it comes a turn to play hard.",2.0,2.0,5.0,5.62,Senior Executive Finance & Accounts,Global Business Services,Finance,Accounts Receivables,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1992,Male,Asian,Not Applicable,Not Applicable,1,,,1.6666666666666667,1.3333333333333333,1.5,Asian,0,"['atmosphere', 'easy', 'reach', 'lead', 'manager', 'required', 'important', 'salary', 'get', 'credited', 'account', 'time', 'late']","['view', 'getting', 'promotion', 'informed', 'manager', 'promotion', 'come', 'additional', 'responsibility', 'additional', 'pay', 'hike', 'promotion', 'person', 'ready', 'responsibility', 'promotion', 'deserve', 'pay', 'hike', 'promotion']","['manager', 'best', 'example', 'cultural', 'value', 'e', 'disciplined', 'execution', 'hard', 'play', 'hard', 'time', 'motivate', 'complete', 'time', 'accuracy', 'reachable', 'time', 'need', 'motivate', 'come', 'turn', 'play', 'hard']",0,0,0,3,2,0,4,2,0,atmosphere easy reach lead manager required important salary get credited account time late,view getting promotion informed manager promotion come additional responsibility additional pay hike promotion person ready responsibility promotion deserve pay hike promotion,manager best example cultural value e disciplined execution hard play hard time motivate complete time accuracy reachable time need motivate come turn play hard,13,21,24,"['atmosphere', 'easy', 'reach', 'lead', 'manager', 'required', 'important', 'salary', 'get', 'credited', 'account', 'time', 'late', 'view', 'getting', 'promotion', 'informed', 'manager', 'promotion', 'come', 'additional', 'responsibility', 'additional', 'pay', 'hike', 'promotion', 'person', 'ready', 'responsibility', 'promotion', 'deserve', 'pay', 'hike', 'promotion']",atmosphere easy reach lead manager required important salary get credited account time late view getting promotion informed manager promotion come additional responsibility additional pay hike promotion person ready responsibility promotion deserve pay hike promotion,34,0,0,0
