uid,Progress,Duration (in seconds),Finished,ResponseId,LocationLatitude,LocationLongitude,mael_1,mael_2,mael_3,mael_4,mael_5,mael_6,bergami_org,bergami_dept,disengagement_1,exhaustion_1,exhaustion_2,exhaustion_3,disengagement_2,disengagement_3,pros,cons,story,bergami_org_num,bergami_dept_num,mael_avg,Length of Service in Years,Job Title,Division,Department,Function,Work Location,Work State,Work Country,Legal Entity Name,Year of Birth,Gender,EEO Code,2019 Performance,2020 Performance,LINK,Collabera,Race,2019_perf_dummy,2020_perf_dummy
U309,100,3090,TRUE,R_2s6EdUGOjvtxgd8,22.30029297,73.20509338,5,4,4,3,4,5,C,E,2,3,3,3,2,1,"Exposure of working with best clients in US. Energetic and motivated people.
Collabera offers good opportunity to grow. professionally",Working in night shift sometimes bring negative effects on personal life and reduces social life (outside of Collabera). Long hours should be avoided.,Employee appreciation and rewards for good performance. Got to learn a lot from my leaders which has helped me a lot to grow myself. My immediate manager - Tejas Brambhatt has helped me grow myself at both personal and professional front. My performance manager - Pradeep Nair has always motivated me to give my best and get best results. Onsite NAM - Stephanie M. is also very supportive.,3.0,5.0,4.166666666666667,5.21,Lead Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9QQr9EF2V1Ij4nb&Q_CHL=gl,1,Asian,0.0,0.0
U617,100,1844,TRUE,R_UQrO8o8Ic12yZ6p,12.97210693,77.59329224,3,3,4,5,5,2,H,H,2,3,3,2,3,2,"Collabera has lot of opportunities to grow and earn money, Collabera recognise the hard work of employees and provide all the facilities required. 
Collabera treat each and every employee as a family make them comfortable in the work place.","1. Time (working hours are more)
2. No relaxation activities, as we work in night shift more than 10 hours there should be something where we can get relief.
3. No Team dinners OR No team outings ","Collabera has lot of opportunities to grow and earn money, Collabera recognise the hard work of employees and provide all the facilities required. 
Collabera treat each and every employee as a family make them comfortable in the work place.",8.0,8.0,3.6666666666666665,3.07,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1996,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_eFY2AiHpDWyFRpX&Q_CHL=gl,1,Asian,1.0,1.0
U835,100,490,TRUE,R_25NrGRuauo3KaVq,25.18249512,75.83909607,5,5,5,5,5,5,E,F,3,4,3,4,4,2,Work Environment is really good and leads & managers understand your problems and try to solve them with you.,I don't see any downsides of Collabera in last 2 years. It has been a wonderful journey. But I believe there should be more transparency on the scores for every competition.,Celebrating all festivals and doing fun activities and task hich make you mood lite and reduce work stress.,5.0,6.0,5.0,2.19,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1996,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bmwLfGX6ZjBog17&Q_CHL=gl,1,Asian,1.0,1.0
U615,100,1792,TRUE,R_2qatoToGa2ybjKG,24.58520508,73.71580505,5,5,5,4,4,4,E,G,2,4,3,3,3,1,good culture and good Incentive plans and a competitive environment.  ,less base salary compares to the market. and push for work longer hours 11-12hours,The President club is my dream. It gives lots of positivity. when I see a people success story ,5.0,7.0,4.5,3.07,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Not Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1Btwjx62VbgpBhH&Q_CHL=gl,1,Asian,0.0,1.0
U22,100,537,TRUE,R_22AkWTzl7fpxAUD,37.66529846,-77.53639984,5,5,5,5,5,5,F,F,2,3,3,4,3,3,"Enterprise, dynamic and progressive thinking.  I love the aggression, autonomy the environment brings.","Lack of better change management mechanism, and far too many changes kills the drive at times.","Positive: Successful changes, steering the organization to a large global entity - by putting right building blocks, execution plan and driving the growth mindset.

Negative: Too many red-tapes lately, lack of empowerment to make decisions, to take risks for rewards, a Hiring manager cannot even hire someone without lifting a mountain.",6.0,6.0,5.0,17.44,Vice President,Enterprise Services Group,Sales,Sales,Glen Allen (Concourse Blvd),Virginia,U.S.A.,Collabera Inc.,1977,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_87gTcPMirFWASJn&Q_CHL=gl,1,Asian,1.0,1.0
U659,100,1698,TRUE,R_PG92OMMlPu3fTqh,23.02760315,72.58709717,3,3,5,5,3,3,E,H,1,3,3,2,2,3,"Company culture and values, Company reputation and growth, Fair Treatment, Benefits and Incentives aka Moneybhai, Safety and Equipment, Growth Opportunities.","As of now, there are no downsides of working at Collabera. Collabera to be consider as a hub for Ideal jobs.","There are many stories from my experience working at Collabera. One of them is when I got to learn that skills are needed to get the job done. But what's the difference that we are aiming at? Skills can be improved by most through hard work. The difference that we are aiming at is discovering new methods and breaking our all time records in order to reach greater heights. Now the thing is how to do it? That's where Collabera's cultural values are defined.

My story begins when ",5.0,8.0,3.6666666666666665,2.78,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1996,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9Fhq2SdQiKeQVFz&Q_CHL=gl,1,Asian,1.0,1.0
U812,100,660,TRUE,R_3ik91aKDSK3YJDC,20.27130127,85.83340454,5,5,5,4,5,4,G,G,1,3,3,2,2,1,"The Work environment is really good. Love the way the principle of ""Work Hard Play hard"" is implemented.","To be honest, I haven't felt any such con in working with Collabera. Definitely, it provides you opportunity to grow.","I enjoy the Employee Week every year where we have events scheduled for each day along with specialized themes, DJ nights, and much more. We have the motivational quotes and than you notes surprisingly placed at our desks before we walk in to the office for the day. It really feels good. ",7.0,7.0,4.666666666666667,2.22,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_b7okLcmjWlMxVnD&Q_CHL=gl,1,Asian,1.0,1.0
U926,100,266,TRUE,R_1rqzufS9F2cv358,47.67329407,-122.3426056,4,4,5,4,4,3,F,F,1,1,4,1,1,3,"'-Passion, friendship, fun events, common goals, reward for hard work","Clarity on specific goals, some generalizations .......................................","PRESIDENTS CLUB! Work hard, play hard!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",6.0,6.0,4.0,2.07,Account Manager,Regional,Sales,Sales,Redmond (Willows Rd NE),Washington,U.S.A.,Collabera Inc.,1996,Male,White,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bsfy5SAJYTi61ut&Q_CHL=gl,1,White,1.0,1.0
U461,100,1902,TRUE,R_AcjF2qX3a2eCoDL,37.75100708,-97.8219986,5,4,4,5,5,5,E,E,2,2,3,2,2,4,"Collabera is an employee centric organization. They value their employee who work with them. People in Collabera are very friendly and helpful. We get paid sick leaves/holidays here. Also, we receive our salary and incentive on a timely manner.",I don't find any downsides of working at Collabera. I am very happy and satisfied working with Collabera since last 4 years and want to continue to serve this organisation is future as well. ,Collabera's culture inspires our success and collaboration. We are disciplined while performing out daily tasks. We are responsive and ready to answer any question. We are passionate to serve our client. We  are insanely competitive. We work hard and create a lasting impact. Apart from hard work we also enjoy and play hard to relax. At the end of the day we are better than what we were at the start.  ,5.0,5.0,4.666666666666667,3.99,Executive Operations,Business Core Services,Operations,Operations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_6sYtjIvJrJfwzfT&Q_CHL=gl,1,Asian,1.0,1.0
U285,100,3383,TRUE,R_2VxAfSM5C61iwhQ,23.02760315,72.58709717,4,4,4,4,5,4,E,E,1,2,3,2,2,3,"Fun.
Challenging.
Friendly.
Engaging.
Rewarding.
Collaborative.
Flexible.
Supportive.","Less growth opportunity
stagnant 
Often work remains unrecognized if not hit hard early.
Plenty of chaos.","Collabera is one of the best companies when it comes to working culture.
It gives a ton of learning potential. Work environment is too good. There will be people around you to help you out, but make sure that you achieve the targets. ",5.0,5.0,4.166666666666667,5.5,Executive Employee Relations,Business Core Services,Employee Relations,Employee Relations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1990,Female,Asian,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_4ZvqVNa7aC2hCv3&Q_CHL=gl,1,Asian,0.0,0.0
U184,100,3795,TRUE,R_6KYV24i1kf3SDzX,12.97210693,77.59329224,5,4,5,3,5,5,D,E,2,3,3,4,3,3,"direct relationships with the clients and hiring managers, our submissions don't go waste. we definitely get the feedback with Yes/ No/ May be.
Very good incentive structure.
No much distance between the employees of different levels. Senior level managers are easily approachable.
Complete security for women employees in the office. ","Some of our managers leak out the issues that we discuss with them in cabins instead of keeping them confidential and help us in resolving it. 

Not everyone gets an opportunity to be a part of particular task, rather same people gets to participate/ enjoy the benefits. 

Penalty/ deduction of incentives if we don't have a start in a month is wrong.

Deduction of part of our incentives towards the bank amount every month is very painful because incase things don't work and we leave the company in between then we lose the money [our own money] deducted towards bank amount.

Friendliness between managers and favorite employees on floor leads to those particular employees getting considered for most of the opportunities/ perks, resulting in the other employees getting effected.","I would always appreciate one of the 5 principles that Collabera follows - Work Hard, Play Hard. The way festivals are celebrated in office even after having so much work pressure is really great.",4.0,5.0,4.5,7.15,Lead Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1989,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_a3PzYfxm99fBUWx&Q_CHL=gl,1,Asian,1.0,1.0
U474,100,936,TRUE,R_1jKcOtus14Xc0V6,22.30029297,73.20509338,5,4,4,5,5,5,F,G,2,3,3,2,2,3,"Collabera is very close to my heart and its my home . the work environment is excellent, the way we respect each other and get things done being in such large teams with common goal is awesome. Collabera let me celebrate at the fullest on ocassions and take care of employees. it is a platform to make my dreams come true and have been given all the opportunities to do it.","working in night shift gets challenging at times especially when there is occasion and you have to be awake in morning also social life is next to none.
increment which did not happen this year was also downside for me because i put in all the efforts previous year to get raise ","i see it daily:
1- after sending an email the response time and the eagerness other teams show to close it proves responsiveness beyond imagination and passionate to serve client and employees value.
2-Blaze and team outing show work hard and play hard 
3- getting hire started till the time of submission to TS acess has involvement of multiple teams and shows Disciplned in execution
4- competing with other vendors and getting hire for us by doing whatever it takes shows insanely competitive value",6.0,7.0,4.666666666666667,3.91,Senior Account Executive,Enterprise,Sales,Sales,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_5vBt7glZVgvNsP3&Q_CHL=gl,1,Asian,,
U825,100,923,TRUE,R_3nwnkLQjzNHK9Hw,23.02760315,72.58709717,4,4,5,4,5,5,C,E,2,2,3,3,3,2,"I like the work environment in Collabera , the culture and the values . ","I haven't tasted the success yet which i am looking for , i get frustrated many times .I hope the client that i am serving gives me the taste of success that i am looking for .",If i have done a Good job then Collabera gives a lot of appreciation and thats the best part . Getting appreciation is the best part during good times . But sometime i also felt that during down time i don't get that much need that i needed which makes me feel that i am not capable to taste the sucess that i am looking for .Work hard and play hard - I want to prove this statement for myself.,3.0,5.0,4.5,2.25,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1997,Male,Asian,Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3fOpcMYkbmXRF1b&Q_CHL=gl,1,Asian,1.0,0.0
U738,100,1410,TRUE,R_2qfU0pdW0Rst78Z,12.97210693,77.59329224,5,5,5,5,5,5,G,G,1,2,3,1,1,2,Fun working with Career driven and self motivated individuals. ,"More process driven recs, but slowly we see a growth in Direct business coming in. ","The Management team, Team Managers are very supportive. When they find an employee going down, they will always make sure to bring that person back to form, & very encouraging and supportive staff members.",7.0,7.0,5.0,2.49,Senior Technical Recruiter,Regional,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1996,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_3DapAjhTuCWtH5r&Q_CHL=gl,1,Asian,1.0,1.0
U518,100,1718,TRUE,R_sYe3PEbnIUE3Agp,23.25259399,77.4045105,1,1,1,1,1,3,E,A,2,2,4,2,1,1,"The internal Growth and the salary hike, Good work environment and culture","Management hearing our issues but no action just only in words
Plenty of chaos.",Collabera is one of the best companies when it comes to working culture. It gives an opportunity for a fresher to grow up in their career very fast with a ton of learning potential.,5.0,1.0,1.3333333333333333,3.53,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0ozSkeoIx3V4IRv&Q_CHL=gl,1,Asian,1.0,1.0
U856,100,792,TRUE,R_3kpNhiSN19iGpHi,26.83709717,80.92059326,5,5,5,5,5,5,H,G,1,2,4,2,1,4,"Its a great Privilege for me to work with Collabera, Its very smooth and easy and fun and energetic work environment here. It's feel like a mini family.","I do not have any downsides exp while working with Collabera, I will always find myself growing.","The best moment of mine in collabera is blaze stage, the kind of energy and appreciation we receive, it will feel that hard works definitely pay.  Work Hard Play Hard.",8.0,7.0,5.0,2.17,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1993,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_7QaTw3kygl5ISbz&Q_CHL=gl,1,Asian,1.0,1.0
U744,100,980,TRUE,R_9AKbIXFMHZhcR3j,20.27130127,85.83340454,5,5,5,5,5,5,B,B,1,2,4,2,1,2,"Best Working environment, Best Management team who are willing to listen to the problems of there teammates and find a solution ","sometime feel pressurized about the subs and spread compliance, Have to work on National holidays also","Employee appreciation week which keeps the employee think that they are also a crucial part of this organization, celebrating festivals in office is also a important aspect.  ",2.0,2.0,5.0,2.48,Technical Recruiter,Delivery- Global,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_1Of0LCulUR4jJvT&Q_CHL=gl,1,Asian,1.0,1.0
U816,100,935,TRUE,R_yOpaKgBpKBneJ5D,26.9203949,75.78819275,4,1,3,4,4,4,E,F,2,3,3,2,2,3,"Work culture is really healthy. Work Hard, Play Hard.",As such there are no downsides of working with Collabera. It is an individual's own perception how he/ she thinks of it.,"Work hard,Play Hard. Fun Friday activities are really good. Celebrated festivals very joyously. ",5.0,6.0,3.3333333333333335,2.19,Executive - Technical Support,Global Business Services,IT-Applications,IT-Applications,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_dm9dQCh3RusbMbz&Q_CHL=gl,1,Asian,,
U778,100,1407,TRUE,R_2TGA0jNQ9VAvWQS,12.97210693,77.59329224,5,4,5,3,4,5,C,E,2,2,4,2,2,2,"I find the work culture quite open and friendly there is a lot of levy to say and do things, lot of flexibility is given in the way you function and operate.","I do feel that their is some sort of favoritism which exists, and hence it reflects in the professional scenario as well. Becoming a backdrop for many.","I don't really have a story, but yes whenever, I have had any sorts of issues or even personal issues or professional issues I have been in the scenario to easily communicate it to my Team manager and let her know each and every aspect regarding it. Which show cases to me the ease with which I can reach out to her and let her know about anything and everything I am going through. Even though we work from separate cities it is very easy for me to communicate anything to her, which tells me how the managers have made their employees feel quite comfortable in the working scenario.",3.0,5.0,4.333333333333333,2.3,Executive Employee Relations,Business Core Services,Employee Relations,Employee Relations,Bangalore - CSPL (Prestige Blue Chip),Karnataka,India,Collabera Services Private Limited,1993,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_8p65zriv62TK9W5&Q_CHL=gl,1,Asian,1.0,1.0
U705,100,1901,TRUE,R_2yd9KD6eQ6aUnot,22.80569458,86.1803894,5,1,5,5,5,5,E,F,1,3,3,3,1,3,"I love working with Collabera, as it helps in overall development of a person in terms of skills, knowledge, confidence, maturity, self motivator, competitive, hard worker, responsibility etc. Work culture & environment is very good, we get a chance to learn from the seniors and a lot of motivation from management to achieve personal ans company goals together as One team One Dream.","Not specifically, but equal opportunity is a concern from my personal point of view. Less opportunity in my region to earn, or to make an impact or name in the company with achievements. Efforts is same but rest is different in terms of incentives and achievements. Overall no big Cons","Motivation from seniors helped me to achieve more that my targets for 2019. I remember a phase where i was confused and was feeling low, while comparing myself with my colleagues. But one of the manager came into picture and he asked to concentrate on my work rather than concentrating on things which is not in my hand.",5.0,6.0,4.333333333333333,2.57,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1995,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_72jXzcb1lZLrrGB&Q_CHL=gl,1,Asian,1.0,1.0
U521,100,2651,TRUE,R_cUX0e4OcWjC794d,22.30029297,73.20509338,5,5,5,5,5,5,F,E,3,3,3,3,2,2,"Professional environment (Ethics), Women friendly (respect, safety & equality), Cultural interventions (Blaze, festival, special days), Pay on time.","Basic cons are common when working in any firm, but i have not experienced any major flaws which requires attention. It feels safe & sound with Collabera.",World faced a massive environmental disaster which impacted the economical growth of every firm. There are several who lost their earning and are left jobless but i fell lucky and privileged that Collabera stood strong by keeping our job safe and secured. Collabera also made sure to pay full salary on time with not laying off 1 single employee. My family is proud for me taking home responsibilities single handed and heartily owe Collabera for this blessing. This proves Collabera serves their Clients and employees both passionately.,6.0,5.0,5.0,3.49,Senior Executive Audit & Compliance,Global Business Services,Audit & Compliance,Client Compliance Audit,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1983,Female,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9XYzxR40la3N1yd&Q_CHL=gl,1,Asian,,
U694,100,1960,TRUE,R_3HIwai5YC3H2UbD,22.71629333,75.831604,5,5,5,5,5,5,F,G,4,4,3,2,2,2,"This is my first job and I always thought its a big challenge to  work in a corporate world. But nothing happened like that, the environment and the culture is very good and I like working ",Nothing as I remember. Company has taken care of every aspects. If we talk about work culture or celebrating the festivals. ,"The best thing is everyone is ready to help you and support you anytime.
When I had a bad day of even a bad month, there were everyone who supported and encouraged me. 
The best thing is I never felt down when it was my bad day because I had someone to support.  Also talking about the culture, never seen any festival going without celebration. Company definitely follow the rule i.e. ""Work hard and play hard"" ",6.0,7.0,5.0,2.59,Senior Technical Recruiter,Enterprise Services Group,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_85DwhQk28Ct6xeJ&Q_CHL=gl,1,Asian,1.0,1.0
U434,100,1036,TRUE,R_1IQLZqlvNhx7pBi,47.68589783,-122.2994003,3,5,3,2,4,5,D,F,2,4,3,2,3,4,"Great team work, great people to work with, independence","Most of the time my department doesn’t get noticed, the only people that get noticed or get shout outs/praise is sales and recruiting, management is inconsistent, and pay is inconsistent/sexist, not a lot of growth in my department, inconsistent or lack thereof performance reviews/engagement, low retention/high turnover, lack of training, management very impersonal. ","My manager told the sales team that I engage with that if anyone does something they think is wrong to go to them first. My manager has a 1:1 on my schedule but since working from home hasn’t been doing the meetings. My manager set up a meeting with me and my counterpart and didn’t show and told us she forgot. I’ve been having computer vpn issues for a month and finally got a new computer and outlook doesn’t work, lack of response from IT. When the executive Vice President visited our office, he met with all the sales and recruiters but doesn’t bother meeting with anyone from my department because my job is to retain our contractors and keep them happy, I don’t bring in money/profit, I save our money when they are unhappy and ensure they finish their assignment successfully. My coworker in the same role as me who’s a guy makes more money than me and I’ve been in this role 3 years longer than him. ",4.0,6.0,3.6666666666666665,4.28,Consultant Relationship Executive,Regional,Sales,Sales,Redmond (Willows Rd NE),Washington,U.S.A.,Collabera Inc.,1986,Female,White,Not Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_bkMcMzkiLjxnagR&Q_CHL=gl,1,White,0.0,1.0
U375,100,1835,TRUE,R_1g6gcTgRAAtXS38,19.07479858,72.88560486,5,4,5,5,5,1,E,E,2,2,3,2,2,1,"One of the main & the best reason for me to work at Collabera is my manager Nisha Gor. 
The freedom to work in your own creative way, lot of development & growth opportunities given both personal & professional. the way we celebrate all festivals at Collabera, haven't seen any other company in India doing it.","umm difficult to think of any, but one thing is that one side of business  is given all the limelight and importance and other departments/teams are not given any important or least no matter how much they matter to the company.","I have been working with one the best AM's Kelsey Davies, her work day schedule and the way she partners with me & keeps everyone on toes to ensure we provide the best service to the consultants and the client, truly shows Collabera's value - Passionate to serve clients, employees etc.",5.0,5.0,4.166666666666667,4.68,Team Lead Employee Relations,Business Core Services,Employee Relations,Employee Relations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_23NsKqsvKkeZjpz&Q_CHL=gl,1,Asian,1.0,1.0
U338,100,3604,TRUE,R_vZbX1PaybOwXkad,23.02760315,72.58709717,5,5,5,5,5,5,H,H,1,1,3,1,1,4,A beautiful and self-sustained work environment where the leadership goes above and beyond to care for your personal well-being beyond the office premises. They see that you get accustomed to the roles and responsibilities that are allotted to you and also to see that you acclimatize yourself to the cultural environment of Collabera.,None at all. This is my first job and absolutely glad and feel privileged to be working with this organization.,"It was my first Diwali at Collabera and was just the time when my Manager, Ingrid Nelson(no longer with Collabera) had flown down from US. I had come all decked up but was ready to work and was sitting besides her making keystrings and searching profiles to call candidates. She said, “Today is your day. You should go out there and celebrate. I know you are in the office but it is okay to not work for a while”. That struck me hard and it really meant a lot to me. She was never one to let us go without working but she also knew when we wouldn’t have to. Demonstrating one of our Collabera cultural values “Work hard, play hard” quite literally.",8.0,8.0,5.0,5.02,Senior Executive Employee Relations,Business Core Services,Employee Relations,Employee Relations,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Female,Asian,Achieved,Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_9sGeURA9kyX819j&Q_CHL=gl,1,Asian,1.0,1.0
U445,100,3165,TRUE,R_3KB1ssSOpNkeygF,23.02760315,72.58709717,4,4,5,2,3,3,C,E,3,4,3,2,2,2,"Company give value to individual achievements, even small success is being applauded, great connect with the immediate supervisors help in making task easy, despite being in night shift all festivals are celebrated.","Very low base salary compared to industry standards, one of our core value is slowly fading away that is work hard play hard(No more fun Friday, Team dinner or Talentika or Employee appreciation week...), We have same KRA/KPI for all regions/Recruiters (each region has different potential and different growing pace, we can't judge everything on same scale, hence a recruiter from a underdeveloped Region suffers throughout the year from incentive to salary due to low H1/H2 review rating),  work pressure leads to extended working hours","This is a Story when I won the Quarterly Award for the best recruiter in Q2 of 2017, it was my first time walking the Red carpet and I was the youngest recruiter in my team but I didn't thought much about myself in a building of over 1000 people or about the work that I have done and I never knew if anybody even knew of my existence but after the award ceremony there were like 100's of people who knew me shaking my hand I am getting calls from my onsite manager and DD’s it was a big thing or at least they made me feel it was a big deal, that shows how your achievements are being celebrated.",3.0,5.0,3.5,4.14,Lead Recruiter,Regional,Recruitment,Technical Recruitment,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1993,Male,Asian,Not Achieved,Not Achieved,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_eFCkC4nZ57HR9Zz&Q_CHL=gl,1,Asian,0.0,0.0
U624,100,2225,TRUE,R_3Jn6j2KDEwFuQgB,22.55250549,72.9552002,5,4,5,5,5,4,H,H,1,2,4,2,1,3,"Collabera's environment is totally freely, Always having high energy while doing daily task. With Good management and leadsership motivates all the time with High Josh","In my 2 years journey i haven't seen any Downside of working at Collabera.

So for me there is no Downsides of working at collabera.","During WFH scenario time sheet team has achieved a great success creating History in collecting time cards which has not been in last 20 years.

Breaking records month on month is now new habit of team. ",8.0,8.0,4.666666666666667,2.99,Executive Finance & Accounts,Global Business Services,Finance,Timesheet,Vadodara (CH2),Gujarat,India,Collabera Services Private Limited,1994,Male,Asian,Not Applicable,Not Applicable,https://stanfordgsb.qualtrics.com/jfe/form/SV_38dr9nHMwN9McUR?Q_DL=54948zKMDgUkF11_38dr9nHMwN9McUR_MLRP_0ihA9NFefprUPQ1&Q_CHL=gl,1,Asian,,
